"procedure_code","block","procedure_desc","procedure_short_desc"
"1550600","1798","Radiation field setting using simulator, complex","Radiat field setg using simulator complx"
"1550601","1798","Radiation field setting using dedicated CT scanner","Radiat fld setting usg dedicated CT scan"
"1550602","1798","Radiation field setting for intensity modulated radiation therapy [IMRT]","Radiation field setting for IMRT"
"1550900","1798","Radiation field setting using diagnostic x-ray unit","Radiat field setg, dx x-ray unit"
"1551200","1798","Radiation field setting using diagnostic xray unit, intermediate","Radiat field setg, dx xray unit intrmed"
"1551500","1798","Radiation field setting using diagnostic xray unit, complex","Radiat field setg, dx xray unit complex"
"1551800","1799","Dosimetry by CT interfacing computer, simple","Dosimetry by CT interfac computer simple"
"1552100","1799","Dosimetry by CT interfacing computer, intermediate","Dosimetry CT interfac computer, intrmed"
"1552400","1799","Dosimetry by CT interfacing computer, complex","Dosimetry CT interfac computer, complex"
"1552401","1799","Dosimetry by CT interfacing computer for intensity modulated radiation therapy [IMRT]","Dosimetry by CT interfac comput for IMRT"
"1552700","1799","Dosimetry by non-CT interfacing computer, simple","Dosimetry non-CT interfac comput simple"
"1553000","1799","Dosimetry by non-CT interfacing computer, intermediate","Dosimetry non-CT interfac comput intrmed"
"1553300","1799","Dosimetry by non-CT interfacing computer, complex","Dosimetry non-CT interfac comput complx"
"1553600","1799","Brachytherapy planning, simple","Brachytherapy planning, simple"
"1553601","1799","Brachytherapy planning, intermediate","Brachytherapy planning, intermediate"
"1553602","1799","Brachytherapy planning, complex","Brachytherapy planning, complex"
"1553900","1799","Brachytherapy planning, prostate","Brachytherapy planning, prostate"
"1554100","1799","Brachytherapy planning, intravascular","Brachytherapy planning, intravascular"
"1555000","1798","Radiation field setting for three dimensional conformal radiation therapy [3DCRT]","Radiation field setting for 3DCRT"
"1555600","1799","Dosimetry by CT interfacing computer for three dimensional conformal radiation therapy [3DCRT]","Dosimetry CT interfac comput for 3DCRT"
"1555601","1799","Dosimetry by non-CT interfacing computer for three dimensional conformal radiation therapy [3DCRT]","Dosimetry non-CT interfac comput 3DCRT"
"1560000","1789","Stereotactic radiation treatment, single dose","Stereotactic radiation Rx, single dose"
"1560001","1789","Stereotactic radiation treatment, fractionated","Stereotactic radiation Rx, fractionated"
"1560002","1789","Hemi body irradiation","Hemi body irradiation"
"1560003","1789","Total body irradiation","Total body irradiation"
"1560004","1789","Total skin irradiation","Total skin irradiation"
"1600000","1795","Administration of a therapeutic dose of other unsealed radioisotope","Admin thrpc dose oth unseal radioisotop"
"1600300","1795","Administration of a therapeutic dose of Yttrium 90","Admin therapeutic dose of Yttrium 90"
"1600900","1795","Administration of a therapeutic dose of Iodine 131","Admin therapeutic dose of Iodine 131"
"1601200","1795","Administration of a therapeutic dose of Phosphorous 32","Admin therapeutic dose Phosphorous 32"
"1601500","1795","Administration of a therapeutic dose of Strontium 89","Admin therapeutic dose Strontium 89"
"3009600","805","Biopsy of scalene node","Biopsy of scalene node"
"1601800","1795","Administration of a therapeutic dose of 153 SM-Lexidronan","Admin therapeutic dose 153 SM-Lexidronan"
"1650100","1342","External version","External version"
"1650101","1342","Failed external version","Failed external version"
"1651100","1274","Insertion of cervical suture","Insertion of cervical suture"
"1651200","1274","Removal of cervical suture","Removal of cervical suture"
"1651400","1341","Internal fetal monitoring","Internal fetal monitoring"
"1651401","1341","External fetal monitoring","External fetal monitoring"
"1652000","1340","Elective classical caesarean section","Elective classical caesarean section"
"1652001","1340","Emergency classical caesarean section","Emergency classical caesarean section"
"1652002","1340","Elective lower segment caesarean section","Elective lower segment caesarean section"
"1652003","1340","Emergency lower segment caesarean section","Emergency lower segment caesarean sect"
"1656400","1345","Postpartum evacuation of uterus by dilation and curettage","Postpartum evacuation of uterus by D&C"
"1656401","1345","Postpartum evacuation of uterus by suction curettage","Postpartum evac uterus suction curettage"
"1656700","1347","Other management of postpartum haemorrhage","Other management postpartum haemorrhage"
"1657000","1346","Manual correction of inverted uterus","Manual correction of inverted uterus"
"1657001","1346","Surgical correction of inverted uterus","Surgical correction of inverted uterus"
"1657100","1344","Suture of current obstetric laceration of cervix","Suture current obst laceration of cervix"
"1657300","1344","Suture of third or fourth degree tear of perineum","Sut third / fourth deg tear of perineum"
"1660000","1330","Diagnostic amniocentesis","Diagnostic amniocentesis"
"1660300","1330","Chorionic villus sampling","Chorionic villus sampling"
"1660600","1330","Fetal blood sampling","Fetal blood sampling"
"1660900","1330","Intrauterine fetal intravascular blood transfusion","Intrauterine fetal intravasc bl transfn"
"1661200","1330","Intrauterine fetal intraperitoneal blood transfusion","IU fetal intraperitoneal blood transfn"
"1661500","1330","Intrauterine fetal intraperitoneal and intravascular blood transfusion","IU fetal intrapertl/vasc blood transfn"
"1661800","1330","Therapeutic amniocentesis","Therapeutic amniocentesis"
"1662100","1330","Amnio-infusion","Amnio-infusion"
"1662400","1331","Drainage of fetal fluid cavity","Drainage of fetal fluid cavity"
"1662700","1330","Insertion of feto-amniotic shunt","Insertion of feto-amniotic shunt"
"1820600","34","Caudal injection of opioid, preoperative","Caudal injection of opioid, preop"
"1820601","34","Caudal injection of opioid, postoperative","Caudal injection of opioid, postop"
"1820602","34","Caudal injection of opioid, combined preoperative, intraoperative and postoperative","Caudal inj/o opioid cmb pre/intra/postop"
"1820603","32","Epidural injection of opioid, preoperative","Epidural inj/o opioid, preoperative"
"1820604","32","Epidural injection of opioid, postoperative","Epidural injection of opioid, postop"
"1820605","32","Epidural injection of opioid, combined preoperative, intraoperative and postoperative","Epdl inj/o opioid, cmb pre/intra/postop"
"1820606","36","Spinal injection of opioid, preoperative","Spinal injection of opioid, preop"
"1820607","36","Spinal injection of opioid, postoperative","Spinal injection of opioid, postop"
"1820608","36","Spinal injection of opioid, combined preoperative, intraoperative and postoperative","Spinal inj/o opioid cmb pre/intra/postop"
"1820900","34","Caudal injection of local anaesthetic, preoperative","Caudal inj/o local anaesthetic, preop"
"1820901","34","Caudal injection of local anaesthetic, postoperative","Caudal inj/o local anaesthetic, postop"
"1820902","34","Caudal injection of local anaesthetic, combined preoperative, intraoperative and postoperative","Caudal inj/o LA cmb pre/intra/postop"
"1820903","32","Epidural injection of local anaesthetic, preoperative","Epidural inj/o local anaesthetic preop"
"1820904","32","Epidural injection of local anaesthetic, postoperative","Epidural inj/o local anaesthetic, postop"
"1820905","32","Epidural injection of local anaesthetic, combined preoperative, intraoperative and postoperative","Epdl inj/o LA, combined pre/intra/postop"
"1820906","36","Spinal injection of local anaesthetic, preoperative","Spinal inj/o local anaesthetic, preop"
"1820907","36","Spinal injection of local anaesthetic, postoperative","Spinal inj/o local anaesthetic, postop"
"1820908","36","Spinal injection of local anaesthetic, combined preoperative, intraoperative and postoperative ","Spinal inj/o LA, cmb pre/intra/postop"
"1821300","1909","Intravenous regional anaesthesia of upper limb by retrograde perfusion","IV regnl anaes upp limb by retrogd perfn"
"1821301","1909","Intravenous regional anaesthesia of lower limb by retrograde perfusion","IV regnl anaes low limb by retrogd perfn"
"1821600","33","Epidural infusion of local anaesthetic","Epidural infus local anaesthetic"
"1821601","33","Epidural infusion of local anaesthetic, postoperative","Epidural infus local anaesthetic, postop"
"1821602","33","Epidural infusion of local anaesthetic, combined preoperative, intraoperative and postoperative","Epidural infus LA, cmb pre/intra/postop"
"1821603","33","Epidural infusion of opioid","Epidural infusion of opioid"
"1821604","33","Epidural infusion of opioid, postoperative","Epidural infusion of opioid, postop"
"1821605","33","Epidural infusion of opioid, combined preoperative, intraoperative and postoperative","Epdl infus opioid, cmb pre/intra/postop"
"1821606","33","Epidural infusion of other or combined therapeutic substance(s)","Epdl infus other/cmb thrpc subs"
"1821607","33","Epidural infusion of other therapeutic substance, postoperative","Epdl infus other thrpc subs, postop"
"1821608","33","Epidural infusion of other therapeutic substance, combined preoperative, intraoperative and postoperative","Epdl infus thrpc subs, pre/intra/postop"
"1821609","35","Caudal infusion of local anaesthetic","Caudal infusion local anaesthetic"
"1821610","35","Caudal infusion of local anaesthetic, postoperative","Caudal infus local anaesthetic, postop"
"3044200","957","Choledochoscopy","Choledochoscopy"
"1821611","35","Caudal infusion of local anaesthetic, combined preoperative, intraoperative and postoperative","Caudal infus LA, cmb pre/intra/postop"
"1821612","35","Caudal infusion of opioid","Caudal infusion of opioid"
"1821613","35","Caudal infusion of opioid, postoperative","Caudal infusion of opioid, postop"
"1821614","35","Caudal infusion of opioid, combined preoperative, intraoperative and postoperative","Caudal infus opioid cmb pre/intra/postop"
"1821615","35","Caudal infusion of other or combined therapeutic substance(s)","Caudal infus other/cmb thrpc subs"
"1821616","35","Caudal infusion of other therapeutic substance, postoperative","Caudal infus other thrpc subs, postop"
"1821617","35","Caudal infusion of other therapeutic substance, combined preoperative, intraoperative and postoperative","Cdl infus thrpc subs, pre/intra/postop"
